ticker,corp_name,sector,corp_code,quarter,price,shares
060310,3S,벤처기업부,KR7060310000,1분기,2200.0,53059040
060310,3S,벤처기업부,KR7060310000,2분기,2245.0,53059040
060310,3S,벤처기업부,KR7060310000,3분기,1902.0,53059040
054620,APS,중견기업부,KR7054620000,1분기,5740.0,18394221
054620,APS,중견기업부,KR7054620000,2분기,5020.0,18394221
054620,APS,중견기업부,KR7054620000,3분기,4570.0,18394221
265520,AP시스템,우량기업부,KR7265520007,1분기,16950.0,15050821
265520,AP시스템,우량기업부,KR7265520007,2분기,17000.0,15050821
265520,AP시스템,우량기업부,KR7265520007,3분기,19520.0,15050821
211270,AP위성,우량기업부,KR7211270004,1분기,11240.0,15082304
211270,AP위성,우량기업부,KR7211270004,2분기,13000.0,15082304
211270,AP위성,우량기업부,KR7211270004,3분기,12130.0,15082304
139050,BF랩스,관리종목(소속부없음),KR7139050009,1분기,2805.0,8644551
139050,BF랩스,관리종목(소속부없음),KR7139050009,2분기,2805.0,8644551
139050,BF랩스,관리종목(소속부없음),KR7139050009,3분기,2805.0,8644551
126600,BGF에코머티리얼즈,우량기업부,KR7126600006,1분기,2590.0,62766899
126600,BGF에코머티리얼즈,우량기업부,KR7126600006,2분기,2940.0,62766899
126600,BGF에코머티리얼즈,우량기업부,KR7126600006,3분기,2895.0,62766899
083790,CG인바이츠,벤처기업부,KR7083790006,1분기,2185.0,76894182
083790,CG인바이츠,벤처기업부,KR7083790006,2분기,1809.0,76894182
083790,CG인바이츠,벤처기업부,KR7083790006,3분기,1640.0,76894182
035760,CJ ENM,중견기업부,KR7035760008,1분기,56300.0,21929154
035760,CJ ENM,중견기업부,KR7035760008,2분기,74900.0,21929154
035760,CJ ENM,중견기업부,KR7035760008,3분기,71100.0,21929154
311690,CJ 바이오사이언스,기술성장기업부,KR7311690002,1분기,10010.0,13065462
311690,CJ 바이오사이언스,기술성장기업부,KR7311690002,2분기,9500.0,13065462
311690,CJ 바이오사이언스,기술성장기업부,KR7311690002,3분기,9760.0,13065462
051500,CJ프레시웨이,우량기업부,KR7051500007,1분기,22650.0,11871586
051500,CJ프레시웨이,우량기업부,KR7051500007,2분기,27850.0,11871586
051500,CJ프레시웨이,우량기업부,KR7051500007,3분기,27250.0,11871586
058820,CMG제약,중견기업부,KR7058820002,1분기,1949.0,147842183
058820,CMG제약,중견기업부,KR7058820002,2분기,1986.0,147842183
058820,CMG제약,중견기업부,KR7058820002,3분기,1834.0,147842183
056730,CNT85,벤처기업부,KR7056730005,1분기,660.0,74111186
056730,CNT85,벤처기업부,KR7056730005,2분기,808.0,74111186
056730,CNT85,벤처기업부,KR7056730005,3분기,706.0,74111186
065770,CS,벤처기업부,KR7065770000,1분기,1590.0,19411130
065770,CS,벤처기업부,KR7065770000,2분기,997.0,19411130
065770,CS,벤처기업부,KR7065770000,3분기,952.0,19411130
083660,CSA 코스믹,중견기업부,KR7083660001,1분기,660.0,62829459
083660,CSA 코스믹,중견기업부,KR7083660001,2분기,2345.0,62829459
083660,CSA 코스믹,중견기업부,KR7083660001,3분기,804.0,62829459
477760,DB금융스팩12호,SPAC(소속부없음),KR7477760003,1분기,2075.0,5840000
477760,DB금융스팩12호,SPAC(소속부없음),KR7477760003,2분기,2090.0,5840000
477760,DB금융스팩12호,SPAC(소속부없음),KR7477760003,3분기,2090.0,5840000
099520,DGI,관리종목(소속부없음),KR7099520009,1분기,1284.0,45281824
099520,DGI,관리종목(소속부없음),KR7099520009,2분기,1284.0,45281824
099520,DGI,관리종목(소속부없음),KR7099520009,3분기,1284.0,45281824
290120,DH오토리드,우량기업부,KR7290120005,1분기,2140.0,15824249
290120,DH오토리드,우량기업부,KR7290120005,2분기,2570.0,15824249
290120,DH오토리드,우량기업부,KR7290120005,3분기,2320.0,15824249
025440,DH오토웨어,중견기업부,KR7025440009,1분기,664.0,48781224
025440,DH오토웨어,중견기업부,KR7025440009,2분기,791.0,48781224
025440,DH오토웨어,중견기업부,KR7025440009,3분기,853.0,48781224
068790,DMS,투자주의환기종목(소속부없음),KR7068790005,1분기,9140.0,22570224
068790,DMS,투자주의환기종목(소속부없음),KR7068790005,2분기,9140.0,22570224
068790,DMS,투자주의환기종목(소속부없음),KR7068790005,3분기,9140.0,22570224
241520,DSC인베스트먼트,중견기업부,KR7241520006,1분기,4225.0,27000000
241520,DSC인베스트먼트,중견기업부,KR7241520006,2분기,7400.0,27000000
241520,DSC인베스트먼트,중견기업부,KR7241520006,3분기,7420.0,27000000
180400,DXVX,관리종목(소속부없음),KR7180400004,1분기,1777.0,98429432
180400,DXVX,관리종목(소속부없음),KR7180400004,2분기,1844.0,98429432
180400,DXVX,관리종목(소속부없음),KR7180400004,3분기,2115.0,98429432
418620,E8,기술성장기업부,KR7418620001,1분기,2302.0,19850477
418620,E8,기술성장기업부,KR7418620001,2분기,4648.0,19850477
418620,E8,기술성장기업부,KR7418620001,3분기,2257.0,19850477
245620,EDGC,관리종목(소속부없음),KR7245620000,1분기,415.0,138493951
245620,EDGC,관리종목(소속부없음),KR7245620000,2분기,415.0,138493951
245620,EDGC,관리종목(소속부없음),KR7245620000,3분기,415.0,138493951
037370,EG,벤처기업부,KR7037370004,1분기,5880.0,8624972
037370,EG,벤처기업부,KR7037370004,2분기,5830.0,8624972
037370,EG,벤처기업부,KR7037370004,3분기,5220.0,8624972
050120,ES큐브,중견기업부,KR7050120005,1분기,2660.0,13564086
050120,ES큐브,중견기업부,KR7050120005,2분기,2860.0,13564086
050120,ES큐브,중견기업부,KR7050120005,3분기,2840.0,13564086
214270,FSN,중견기업부,KR7214270001,1분기,1272.0,43690959
214270,FSN,중견기업부,KR7214270001,2분기,3560.0,43690959
214270,FSN,중견기업부,KR7214270001,3분기,2295.0,43690959
130500,GH신소재,우량기업부,KR7130500002,1분기,2435.0,14545052
130500,GH신소재,우량기업부,KR7130500002,2분기,2890.0,14545052
130500,GH신소재,우량기업부,KR7130500002,3분기,2615.0,14545052
900290,GRT,외국기업(소속부없음),HK0000307485,1분기,2945.0,80850000
900290,GRT,외국기업(소속부없음),HK0000307485,2분기,2955.0,80850000
900290,GRT,외국기업(소속부없음),HK0000307485,3분기,3050.0,80850000
083450,GST,우량기업부,KR7083450007,1분기,18060.0,18430000
083450,GST,우량기업부,KR7083450007,2분기,19420.0,18430000
083450,GST,우량기업부,KR7083450007,3분기,23200.0,18430000
297890,HB솔루션,우량기업부,KR7297890006,1분기,2395.0,73140914
297890,HB솔루션,우량기업부,KR7297890006,2분기,2400.0,73140914
297890,HB솔루션,우량기업부,KR7297890006,3분기,2700.0,73140914
440290,HB인베스트먼트,중견기업부,KR7440290005,1분기,1654.0,27506430
440290,HB인베스트먼트,중견기업부,KR7440290005,2분기,2125.0,27506430
440290,HB인베스트먼트,중견기업부,KR7440290005,3분기,2195.0,27506430
078150,HB테크놀러지,우량기업부,KR7078150000,1분기,2005.0,92715916
078150,HB테크놀러지,우량기업부,KR7078150000,2분기,1912.0,92715916
078150,HB테크놀러지,우량기업부,KR7078150000,3분기,2070.0,92715916
225530,HC보광산업,우량기업부,KR7225530005,1분기,4080.0,36338727
225530,HC보광산업,우량기업부,KR7225530005,2분기,3630.0,36338727
225530,HC보광산업,우량기업부,KR7225530005,3분기,3005.0,36338727
060560,HC홈센타,중견기업부,KR7060560000,1분기,797.0,126940008
060560,HC홈센타,중견기업부,KR7060560000,2분기,787.0,126940008
060560,HC홈센타,중견기업부,KR7060560000,3분기,706.0,126940008
376270,HEM파마,기술성장기업부,KR7376270005,1분기,23050.0,7181727
376270,HEM파마,기술성장기업부,KR7376270005,2분기,20200.0,7181727
376270,HEM파마,기술성장기업부,KR7376270005,3분기,27200.0,7181727
195940,HK이노엔,우량기업부,KR7195940002,1분기,34800.0,28329891
195940,HK이노엔,우량기업부,KR7195940002,2분기,42800.0,28329891
195940,HK이노엔,우량기업부,KR7195940002,3분기,44400.0,28329891
028300,HLB,중견기업부,KR7028300002,1분기,55100.0,133117504
028300,HLB,중견기업부,KR7028300002,2분기,49100.0,133117504
028300,HLB,중견기업부,KR7028300002,3분기,37950.0,133117504
278650,HLB바이오스텝,중견기업부,KR7278650007,1분기,1698.0,87005539
278650,HLB바이오스텝,중견기업부,KR7278650007,2분기,1475.0,87005539
278650,HLB바이오스텝,중견기업부,KR7278650007,3분기,1352.0,87005539
067630,HLB생명과학,투자주의환기종목(소속부없음),KR7067630004,1분기,6290.0,121917058
067630,HLB생명과학,투자주의환기종목(소속부없음),KR7067630004,2분기,4950.0,121917058
067630,HLB생명과학,투자주의환기종목(소속부없음),KR7067630004,3분기,3285.0,121917058
024850,HLB이노베이션,중견기업부,KR7024850000,1분기,2005.0,148045682
024850,HLB이노베이션,중견기업부,KR7024850000,2분기,1805.0,148045682
024850,HLB이노베이션,중견기업부,KR7024850000,3분기,1818.0,148045682
187420,HLB제넥스,기술성장기업부,KR7187420005,1분기,3425.0,29263733
187420,HLB제넥스,기술성장기업부,KR7187420005,2분기,3130.0,29263733
187420,HLB제넥스,기술성장기업부,KR7187420005,3분기,3160.0,29263733
047920,HLB제약,기술성장기업부,KR7047920004,1분기,20100.0,32799356
047920,HLB제약,기술성장기업부,KR7047920004,2분기,17210.0,32799356
047920,HLB제약,기술성장기업부,KR7047920004,3분기,13500.0,32799356
115450,HLB테라퓨틱스,중견기업부,KR7115450009,1분기,8250.0,84382263
115450,HLB테라퓨틱스,중견기업부,KR7115450009,2분기,4554.0,84382263
115450,HLB테라퓨틱스,중견기업부,KR7115450009,3분기,2872.0,84382263
046210,HLB파나진,벤처기업부,KR7046210001,1분기,2030.0,45470654
046210,HLB파나진,벤처기업부,KR7046210001,2분기,1981.0,45470654
046210,HLB파나진,벤처기업부,KR7046210001,3분기,1668.0,45470654
196300,HLB펩,관리종목(소속부없음),KR7196300008,1분기,8210.0,9293398
196300,HLB펩,관리종목(소속부없음),KR7196300008,2분기,8640.0,9293398
196300,HLB펩,관리종목(소속부없음),KR7196300008,3분기,7090.0,9293398
403870,HPSP,우량기업부,KR7403870009,1분기,26150.0,82300000
403870,HPSP,우량기업부,KR7403870009,2분기,27750.0,82300000
403870,HPSP,우량기업부,KR7403870009,3분기,33750.0,82300000
036640,HRS,우량기업부,KR7036640001,1분기,4855.0,16354800
036640,HRS,우량기업부,KR7036640001,2분기,5440.0,16354800
036640,HRS,우량기업부,KR7036640001,3분기,5160.0,16354800
467930,IBKS제23호스팩,SPAC(소속부없음),KR7467930004,1분기,2130.0,4230000
467930,IBKS제23호스팩,SPAC(소속부없음),KR7467930004,2분기,2160.0,4230000
467930,IBKS제23호스팩,SPAC(소속부없음),KR7467930004,3분기,2175.0,4230000
469480,IBKS제24호스팩,SPAC(소속부없음),KR7469480008,1분기,2125.0,4230000
469480,IBKS제24호스팩,SPAC(소속부없음),KR7469480008,2분기,2160.0,4230000
469480,IBKS제24호스팩,SPAC(소속부없음),KR7469480008,3분기,2175.0,4230000
0099X0,IBKS제25호스팩,SPAC(소속부없음),KR70099X0007,1분기,,5980000
0099X0,IBKS제25호스팩,SPAC(소속부없음),KR70099X0007,2분기,,5980000
0099X0,IBKS제25호스팩,SPAC(소속부없음),KR70099X0007,3분기,,5980000
095340,ISC,우량기업부,KR7095340006,1분기,51800.0,21197058
095340,ISC,우량기업부,KR7095340006,2분기,59800.0,21197058
095340,ISC,우량기업부,KR7095340006,3분기,77800.0,21197058
950170,JTC,외국기업(소속부없음),KR8392080006,1분기,5010.0,51746348
950170,JTC,외국기업(소속부없음),KR8392080006,2분기,6890.0,51746348
950170,JTC,외국기업(소속부없음),KR8392080006,3분기,7040.0,51746348
067290,JW신약,중견기업부,KR7067290007,1분기,1259.0,56037103
067290,JW신약,중견기업부,KR7067290007,2분기,1547.0,56037103
067290,JW신약,중견기업부,KR7067290007,3분기,1406.0,56037103
035900,JYP Ent.,우량기업부,KR7035900000,1분기,59200.0,35532492
035900,JYP Ent.,우량기업부,KR7035900000,2분기,74300.0,35532492
035900,JYP Ent.,우량기업부,KR7035900000,3분기,74600.0,35532492
318000,KBG,벤처기업부,KR7318000007,1분기,4350.0,8740223
318000,KBG,벤처기업부,KR7318000007,2분기,4430.0,8740223
318000,KBG,벤처기업부,KR7318000007,3분기,4845.0,8740223
024840,KBI메탈,중견기업부,KR7024840001,1분기,1876.0,34909199
024840,KBI메탈,중견기업부,KR7024840001,2분기,2050.0,34909199
024840,KBI메탈,중견기업부,KR7024840001,3분기,1828.0,34909199
024120,KB오토시스,중견기업부,KR7024120008,1분기,3275.0,11500000
024120,KB오토시스,중견기업부,KR7024120008,2분기,3445.0,11500000
024120,KB오토시스,중견기업부,KR7024120008,3분기,3400.0,11500000
464680,KB제27호스팩,SPAC(소속부없음),KR7464680008,1분기,1992.0,12905000
464680,KB제27호스팩,SPAC(소속부없음),KR7464680008,2분기,2025.0,12905000
464680,KB제27호스팩,SPAC(소속부없음),KR7464680008,3분기,2055.0,12905000
478390,KB제29호스팩,SPAC(소속부없음),KR7478390008,1분기,2050.0,6220000
478390,KB제29호스팩,SPAC(소속부없음),KR7478390008,2분기,2075.0,6220000
478390,KB제29호스팩,SPAC(소속부없음),KR7478390008,3분기,2080.0,6220000
486630,KB제30호스팩,SPAC(소속부없음),KR7486630007,1분기,2030.0,5310000
486630,KB제30호스팩,SPAC(소속부없음),KR7486630007,2분기,2085.0,5310000
486630,KB제30호스팩,SPAC(소속부없음),KR7486630007,3분기,2045.0,5310000
492220,KB제31호스팩,SPAC(소속부없음),KR7492220009,1분기,2008.0,6210000
492220,KB제31호스팩,SPAC(소속부없음),KR7492220009,2분기,2015.0,6210000
492220,KB제31호스팩,SPAC(소속부없음),KR7492220009,3분기,2010.0,6210000
0037T0,KB제32호스팩,SPAC(소속부없음),KR70037T0008,1분기,,6330000
0037T0,KB제32호스팩,SPAC(소속부없음),KR70037T0008,2분기,,6330000
0037T0,KB제32호스팩,SPAC(소속부없음),KR70037T0008,3분기,2000.0,6330000
0072Z0,KB제33호스팩,SPAC(소속부없음),KR70072Z0006,1분기,,7885000
0072Z0,KB제33호스팩,SPAC(소속부없음),KR70072Z0006,2분기,,7885000
0072Z0,KB제33호스팩,SPAC(소속부없음),KR70072Z0006,3분기,1976.0,7885000
021320,KCC건설,우량기업부,KR7021320007,1분기,3900.0,21400000
021320,KCC건설,우량기업부,KR7021320007,2분기,5230.0,21400000
021320,KCC건설,우량기업부,KR7021320007,3분기,5050.0,21400000
044180,KD,관리종목(소속부없음),KR7044180008,1분기,1063.0,26717799
044180,KD,관리종목(소속부없음),KR7044180008,2분기,620.0,26717799
044180,KD,관리종목(소속부없음),KR7044180008,3분기,714.0,26717799
046440,KG모빌리언스,우량기업부,KR7046440004,1분기,3960.0,38010802
046440,KG모빌리언스,우량기업부,KR7046440004,2분기,5440.0,38010802
046440,KG모빌리언스,우량기업부,KR7046440004,3분기,5240.0,38010802
151860,KG에코솔루션,우량기업부,KR7151860004,1분기,4800.0,47603002
151860,KG에코솔루션,우량기업부,KR7151860004,2분기,6000.0,47603002
151860,KG에코솔루션,우량기업부,KR7151860004,3분기,5650.0,47603002
035600,KG이니시스,우량기업부,KR7035600006,1분기,8400.0,27554434
035600,KG이니시스,우량기업부,KR7035600006,2분기,10810.0,27554434
035600,KG이니시스,우량기업부,KR7035600006,3분기,10600.0,27554434
060720,KH바텍,벤처기업부,KR7060720000,1분기,8460.0,23677442
060720,KH바텍,벤처기업부,KR7060720000,2분기,10500.0,23677442
060720,KH바텍,벤처기업부,KR7060720000,3분기,12180.0,23677442
058400,KNN,우량기업부,KR7058400003,1분기,754.0,132429720
058400,KNN,우량기업부,KR7058400003,2분기,757.0,132429720
058400,KNN,우량기업부,KR7058400003,3분기,713.0,132429720
101000,KS인더스트리,중견기업부,KR7101000008,1분기,2035.0,39641948
101000,KS인더스트리,중견기업부,KR7101000008,2분기,2205.0,39641948
101000,KS인더스트리,중견기업부,KR7101000008,3분기,980.0,39641948
089600,KT나스미디어,우량기업부,KR7089600001,1분기,13700.0,11568163
089600,KT나스미디어,우량기업부,KR7089600001,2분기,17010.0,11568163
089600,KT나스미디어,우량기업부,KR7089600001,3분기,14250.0,11568163
418470,KT밀리의서재,중견기업부,KR7418470001,1분기,12300.0,8565789
418470,KT밀리의서재,중견기업부,KR7418470001,2분기,16920.0,8565789
418470,KT밀리의서재,중견기업부,KR7418470001,3분기,14310.0,8565789
043610,KT지니뮤직,우량기업부,KR7043610005,1분기,1831.0,58115438
043610,KT지니뮤직,우량기업부,KR7043610005,2분기,2165.0,58115438
043610,KT지니뮤직,우량기업부,KR7043610005,3분기,1933.0,58115438
122450,KX,중견기업부,KR7122450000,1분기,3675.0,44819834
122450,KX,중견기업부,KR7122450000,2분기,4170.0,44819834
122450,KX,중견기업부,KR7122450000,3분기,4000.0,44819834
052900,KX하이텍,우량기업부,KR7052900008,1분기,891.0,65374456
052900,KX하이텍,우량기업부,KR7052900008,2분기,997.0,65374456
052900,KX하이텍,우량기업부,KR7052900008,3분기,914.0,65374456
036560,KZ정밀,우량기업부,KR7036560001,1분기,10600.0,15750000
036560,KZ정밀,우량기업부,KR7036560001,2분기,12330.0,15750000
036560,KZ정밀,우량기업부,KR7036560001,3분기,14780.0,15750000
061970,LB세미콘,중견기업부,KR7061970000,1분기,3220.0,58083006
061970,LB세미콘,중견기업부,KR7061970000,2분기,3585.0,58083006
061970,LB세미콘,중견기업부,KR7061970000,3분기,5160.0,58083006
309960,LB인베스트먼트,벤처기업부,KR7309960003,1분기,3430.0,23217239
309960,LB인베스트먼트,벤처기업부,KR7309960003,2분기,4970.0,23217239
309960,LB인베스트먼트,벤처기업부,KR7309960003,3분기,5190.0,23217239
225190,LK삼양,중견기업부,KR7225190008,1분기,1684.0,70468440
225190,LK삼양,중견기업부,KR7225190008,2분기,1982.0,70468440
225190,LK삼양,중견기업부,KR7225190008,3분기,1849.0,70468440
060370,LS마린솔루션,우량기업부,KR7060370004,1분기,12436.0,52238854
060370,LS마린솔루션,우량기업부,KR7060370004,2분기,31450.0,52238854
060370,LS마린솔루션,우량기업부,KR7060370004,3분기,22300.0,52238854
417200,LS머트리얼즈,중견기업부,KR7417200003,1분기,10640.0,67652659
417200,LS머트리얼즈,중견기업부,KR7417200003,2분기,11000.0,67652659
417200,LS머트리얼즈,중견기업부,KR7417200003,3분기,9590.0,67652659
078020,LS증권,우량기업부,KR7078020005,1분기,3625.0,55481190
078020,LS증권,우량기업부,KR7078020005,2분기,4920.0,55481190
078020,LS증권,우량기업부,KR7078020005,3분기,5160.0,55481190
322180,LS티라유텍,벤처기업부,KR7322180001,1분기,5200.0,20921984
322180,LS티라유텍,벤처기업부,KR7322180001,2분기,5530.0,20921984
322180,LS티라유텍,벤처기업부,KR7322180001,3분기,5200.0,20921984
476080,M83,중견기업부,KR7476080007,1분기,13400.0,8073000
476080,M83,중견기업부,KR7476080007,2분기,13950.0,8073000
476080,M83,중견기업부,KR7476080007,3분기,11730.0,8073000
086960,MDS테크,중견기업부,KR7086960002,1분기,1054.0,102692420
086960,MDS테크,중견기업부,KR7086960002,2분기,1349.0,102692420
086960,MDS테크,중견기업부,KR7086960002,3분기,1417.0,102692420
160550,NEW,중견기업부,KR7160550000,1분기,1960.0,27906106
160550,NEW,중견기업부,KR7160550000,2분기,2245.0,27906106
160550,NEW,중견기업부,KR7160550000,3분기,2390.0,27906106
053290,NE능률,중견기업부,KR7053290003,1분기,4325.0,16526307
053290,NE능률,중견기업부,KR7053290003,2분기,2605.0,16526307
053290,NE능률,중견기업부,KR7053290003,3분기,2140.0,16526307
060250,NHN KCP,우량기업부,KR7060250008,1분기,7450.0,40160611
060250,NHN KCP,우량기업부,KR7060250008,2분기,10970.0,40160611
060250,NHN KCP,우량기업부,KR7060250008,3분기,18680.0,40160611
104200,NHN벅스,중견기업부,KR7104200001,1분기,2840.0,14827550
104200,NHN벅스,중견기업부,KR7104200001,2분기,3120.0,14827550
104200,NHN벅스,중견기업부,KR7104200001,3분기,3225.0,14827550
063570,NICE인프라,우량기업부,KR7063570006,1분기,5140.0,34147728
063570,NICE인프라,우량기업부,KR7063570006,2분기,4735.0,34147728
063570,NICE인프라,우량기업부,KR7063570006,3분기,4315.0,34147728
222160,NPX,관리종목(소속부없음),KR7222160004,1분기,8040.0,9894439
222160,NPX,관리종목(소속부없음),KR7222160004,2분기,8040.0,9894439
222160,NPX,관리종목(소속부없음),KR7222160004,3분기,8040.0,9894439
024940,PN풍년,벤처기업부,KR7024940009,1분기,5320.0,10000000
024940,PN풍년,벤처기업부,KR7024940009,2분기,4520.0,10000000
024940,PN풍년,벤처기업부,KR7024940009,3분기,4745.0,10000000
332570,PS일렉트로닉스,벤처기업부,KR7332570001,1분기,3230.0,47265016
332570,PS일렉트로닉스,벤처기업부,KR7332570001,2분기,3240.0,47265016
332570,PS일렉트로닉스,벤처기업부,KR7332570001,3분기,5950.0,47265016
218410,RFHIC,우량기업부,KR7218410009,1분기,14020.0,26553442
218410,RFHIC,우량기업부,KR7218410009,2분기,27250.0,26553442
218410,RFHIC,우량기업부,KR7218410009,3분기,29700.0,26553442
327260,RF머트리얼즈,벤처기업부,KR7327260006,1분기,5690.0,8441135
327260,RF머트리얼즈,벤처기업부,KR7327260006,2분기,5820.0,8441135
327260,RF머트리얼즈,벤처기업부,KR7327260006,3분기,15930.0,8441135
474610,RF시스템즈,벤처기업부,KR7474610003,1분기,4505.0,14307648
474610,RF시스템즈,벤처기업부,KR7474610003,2분기,4640.0,14307648
474610,RF시스템즈,벤처기업부,KR7474610003,3분기,5060.0,14307648
091340,S&K폴리텍,중견기업부,KR7091340000,1분기,2545.0,11703721
091340,S&K폴리텍,중견기업부,KR7091340000,2분기,2840.0,11703721
091340,S&K폴리텍,중견기업부,KR7091340000,3분기,2420.0,11703721
419530,SAMG엔터,기술성장기업부,KR7419530001,1분기,29500.0,9991865
419530,SAMG엔터,기술성장기업부,KR7419530001,2분기,91900.0,9991865
419530,SAMG엔터,기술성장기업부,KR7419530001,3분기,61700.0,9991865
019550,SBI인베스트먼트,벤처기업부,KR7019550003,1분기,637.0,162066575
019550,SBI인베스트먼트,벤처기업부,KR7019550003,2분기,823.0,162066575
019550,SBI인베스트먼트,벤처기업부,KR7019550003,3분기,708.0,162066575
246960,SCL사이언스,기술성장기업부,KR7246960009,1분기,1950.0,34017047
246960,SCL사이언스,기술성장기업부,KR7246960009,2분기,4040.0,34017047
246960,SCL사이언스,기술성장기업부,KR7246960009,3분기,2700.0,34017047
099220,SDN,중견기업부,KR7099220006,1분기,980.0,64944350
099220,SDN,중견기업부,KR7099220006,2분기,1351.0,64944350
099220,SDN,중견기업부,KR7099220006,3분기,1219.0,64944350
036540,SFA반도체,우량기업부,KR7036540003,1분기,3010.0,164460303
036540,SFA반도체,우량기업부,KR7036540003,2분기,3150.0,164460303
036540,SFA반도체,우량기업부,KR7036540003,3분기,4095.0,164460303
255220,SG,중견기업부,KR7255220006,1분기,2225.0,108082161
255220,SG,중견기업부,KR7255220006,2분기,2220.0,108082161
255220,SG,중견기업부,KR7255220006,3분기,2120.0,108082161
040610,SG&G,중견기업부,KR7040610008,1분기,1488.0,34087196
040610,SG&G,중견기업부,KR7040610008,2분기,1857.0,34087196
040610,SG&G,중견기업부,KR7040610008,3분기,1826.0,34087196
184230,SGA솔루션즈,벤처기업부,KR7184230001,1분기,422.0,88776993
184230,SGA솔루션즈,벤처기업부,KR7184230001,2분기,569.0,88776993
184230,SGA솔루션즈,벤처기업부,KR7184230001,3분기,736.0,88776993
016250,SGC E&C,중견기업부,KR7016250003,1분기,14350.0,5036986
016250,SGC E&C,중견기업부,KR7016250003,2분기,16480.0,5036986
016250,SGC E&C,중견기업부,KR7016250003,3분기,14340.0,5036986
357880,SKAI,기술성장기업부,KR7357880004,1분기,1793.0,49956009
357880,SKAI,기술성장기업부,KR7357880004,2분기,2430.0,49956009
357880,SKAI,기술성장기업부,KR7357880004,3분기,2125.0,49956009
048550,SM C&C,중견기업부,KR7048550008,1분기,1349.0,96714620
048550,SM C&C,중견기업부,KR7048550008,2분기,1482.0,96714620
048550,SM C&C,중견기업부,KR7048550008,3분기,1295.0,96714620
063440,SM Life Design,중견기업부,KR7063440002,1분기,1309.0,46029154
063440,SM Life Design,중견기업부,KR7063440002,2분기,1595.0,46029154
063440,SM Life Design,중견기업부,KR7063440002,3분기,1636.0,46029154
067160,SOOP,우량기업부,KR7067160002,1분기,81300.0,11494767
067160,SOOP,우량기업부,KR7067160002,2분기,91200.0,11494767
067160,SOOP,우량기업부,KR7067160002,3분기,75000.0,11494767
289080,SV인베스트먼트,중견기업부,KR7289080004,1분기,1287.0,54316322
289080,SV인베스트먼트,중견기업부,KR7289080004,2분기,1646.0,54316322
289080,SV인베스트먼트,중견기업부,KR7289080004,3분기,1914.0,54316322
013720,THE CUBE&,중견기업부,KR7013720008,1분기,755.0,60828143
013720,THE CUBE&,중견기업부,KR7013720008,2분기,1139.0,60828143
013720,THE CUBE&,중견기업부,KR7013720008,3분기,918.0,60828143
089230,THE E&M,중견기업부,KR7089230007,1분기,735.0,32630986
089230,THE E&M,중견기업부,KR7089230007,2분기,1030.0,32630986
089230,THE E&M,중견기업부,KR7089230007,3분기,1275.0,32630986
032540,TJ미디어,우량기업부,KR7032540007,1분기,4610.0,13931609
032540,TJ미디어,우량기업부,KR7032540007,2분기,6000.0,13931609
032540,TJ미디어,우량기업부,KR7032540007,3분기,6030.0,13931609
048770,TPC,벤처기업부,KR7048770002,1분기,1965.0,15697991
048770,TPC,벤처기업부,KR7048770002,2분기,2155.0,15697991
048770,TPC,벤처기업부,KR7048770002,3분기,2290.0,15697991
246690,TS인베스트먼트,중견기업부,KR7246690002,1분기,1036.0,44671615
246690,TS인베스트먼트,중견기업부,KR7246690002,2분기,1622.0,44671615
246690,TS인베스트먼트,중견기업부,KR7246690002,3분기,1421.0,44671615
317240,TS트릴리온,벤처기업부,KR7317240000,1분기,268.0,141188722
317240,TS트릴리온,벤처기업부,KR7317240000,2분기,220.0,141188722
317240,TS트릴리온,벤처기업부,KR7317240000,3분기,205.0,141188722
057030,YBM넷,중견기업부,KR7057030009,1분기,3475.0,16312697
057030,YBM넷,중견기업부,KR7057030009,2분기,3545.0,16312697
057030,YBM넷,중견기업부,KR7057030009,3분기,3200.0,16312697
040300,YTN,중견기업부,KR7040300006,1분기,3125.0,47676980
040300,YTN,중견기업부,KR7040300006,2분기,2995.0,47676980
040300,YTN,중견기업부,KR7040300006,3분기,2715.0,47676980
051390,YW,중견기업부,KR7051390003,1분기,3545.0,11355368
051390,YW,중견기업부,KR7051390003,2분기,3790.0,11355368
051390,YW,중견기업부,KR7051390003,3분기,3900.0,11355368
052220,iMBC,중견기업부,KR7052220001,1분기,4060.0,23000000
052220,iMBC,중견기업부,KR7052220001,2분기,3665.0,23000000
052220,iMBC,중견기업부,KR7052220001,3분기,3350.0,23000000
079940,가비아,우량기업부,KR7079940003,1분기,19070.0,13420684
079940,가비아,우량기업부,KR7079940003,2분기,27050.0,13420684
079940,가비아,우량기업부,KR7079940003,3분기,27150.0,13420684
078890,가온그룹,중견기업부,KR7078890001,1분기,2735.0,18424943
078890,가온그룹,중견기업부,KR7078890001,2분기,3220.0,18424943
078890,가온그룹,중견기업부,KR7078890001,3분기,4210.0,18424943
399720,가온칩스,우량기업부,KR7399720002,1분기,38550.0,11600420
399720,가온칩스,우량기업부,KR7399720002,2분기,46100.0,11600420
399720,가온칩스,우량기업부,KR7399720002,3분기,47250.0,11600420
036620,감성코퍼레이션,우량기업부,KR7036620003,1분기,3890.0,90503771
036620,감성코퍼레이션,우량기업부,KR7036620003,2분기,6360.0,90503771
036620,감성코퍼레이션,우량기업부,KR7036620003,3분기,5960.0,90503771
